"country","countryCode","date","isVerified","position","productAsin","ratingScore","reviewDescription","reviewImages/0","reviewImages/1","reviewImages/2","reviewImages/3","reviewReaction","reviewTitle","reviewUrl","reviewedIn","variant"
"United States","🇺🇸","2022-12-15","true","35","B07C2BHFCN","5","My kids love these vitamins would highly recommend 👍",,,,,"3 people found this helpful","Great vitamins","https://www.amazon.com/gp/customer-reviews/R2PJ7Q1YMV3T6P/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States 🇺🇸 on December 15, 2022","Style: Multivitamin Only"
"United States","🇺🇸","2022-10-08","true","36","B07C2BHFCN","5","I give these to my almost 4 year old.They are really chewy, so be careful giving to little toddler that might not be able to chew it up really good.They taste amazing though.",,,,,"","Chewy but delicious","https://www.amazon.com/gp/customer-reviews/R37BW1RKKLVDH2/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States 🇺🇸 on October 8, 2022","Style: Multivitamin Only"
"United States","🇺🇸","2022-03-10","true","37","B07C2BHFCN","5","I’m glad I came across these multivitamins. I’ve been buying multivitamins for my kids on a different website, but they have been out of stock for awhile now. When I saw these, and compared mama bear multivitamins to the ones I used to buy, they have exact ingredients. I ended up buying four bottles, because my oldest son kept asking about the multivitamins. He seemed upset when I told him that I couldn’t buy the multivitamins from the other site, and was exited when these came. If I forget to give them one, most of the time they remind me. I tried those myself and they taste good.",,,,,"One person found this helpful","Happy","https://www.amazon.com/gp/customer-reviews/R3G29U3J4K4EMW/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States 🇺🇸 on March 10, 2022","Style: Multivitamin Only"
"United States","🇺🇸","2022-11-03","true","38","B07C2BHFCN","3","They taste good my daughter wants to eat them all but the lid is not child proof. I set them on the table thinking my 2 year old couldn't open it and she twisted it right off. I closed it, thinking it was a fluke and handed them to her to see if she could opened then, she opened it right up again.",,,,,"One person found this helpful","Lid not child safe","https://www.amazon.com/gp/customer-reviews/R66PPJO8I23VS/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States 🇺🇸 on November 3, 2022","Style: Multivitamin Only"
"United States","🇺🇸","2022-12-29","true","39","B07C2BHFCN","3","The kids say these look and taste bad and don’t like them",,,,,"","Kids don’t like them","https://www.amazon.com/gp/customer-reviews/R1TR8139F3A2HG/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States 🇺🇸 on December 29, 2022","Style: Multivitamin Only"
"United States","🇺🇸","2022-11-09","true","40","B07C2BHFCN","5","Just order already. They're organic, taste great, and children love 'em.",,,,,"One person found this helpful","My Children Love These!","https://www.amazon.com/gp/customer-reviews/RYALH5P31DGPA/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States 🇺🇸 on November 9, 2022","Style: Multivitamin Only"
"United States","🇺🇸","2022-10-10","true","51","B07C2BHFCN","5","Great taste. Kids love it",,,,,"One person found this helpful","Kids love it","https://www.amazon.com/gp/customer-reviews/REKY3AK41CH9V/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States 🇺🇸 on October 10, 2022","Style: Multivitamin Only"
"United States","🇺🇸","2022-08-24","true","52","B07C2BHFCN","5","As far gummie vitamins go, they are cheaper than others and my kids really like the flavor. No issues with them!",,,,,"3 people found this helpful","Great vitamins","https://www.amazon.com/gp/customer-reviews/R2TQZD78IUPPYU/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States 🇺🇸 on August 24, 2022","Style: Multivitamin Only"
"United States","🇺🇸","2020-10-24","true","53","B07C2BHFCN","5","I love the Amazon Mama bear vitamins for my kids! We are on our 2nd bottle.It is sooooooo much better than others I have purchased. I hope they never have to discontinue this vitamin. My search is over. I like every ingredient in this vitamin. I tasted one and it was soooooo good like a candy soften in the middle gum drop. Lol..My eldest says it’s a bit sweet. We do not eat candy on a regular bases so sometimes the kids complain things are sweet if the sugar grams is a bit high. We do a lot whole food of veggies and fruits including smoothies daily. This vitamin is a nutritional sweet little treat. They only take one gummie daily. Amazon got this product right!❤️",,,,,"5 people found this helpful","Yummy! Kids approved! Best Vitamins so far❤️","https://www.amazon.com/gp/customer-reviews/R3OJ9TJD12156I/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States 🇺🇸 on October 24, 2020","Style: Multivitamin Only"
"United States","🇺🇸","2022-10-06","true","54","B07C2BHFCN","5","Kids love them",,,,,"","Kids","https://www.amazon.com/gp/customer-reviews/R2Z96A8NZ3WLVG/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States 🇺🇸 on October 6, 2022","Style: Multivitamin Only"
"United States","🇺🇸","2022-09-30","true","55","B07C2BHFCN","5","My son loves them",,,,,"","Awesome","https://www.amazon.com/gp/customer-reviews/R3G62P8XEEC4JL/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States 🇺🇸 on September 30, 2022","Style: Multivitamin Only"
"United States","🇺🇸","2022-09-05","true","56","B07C2BHFCN","5","My child is a very picky eater. He love the gummies.",,,,,"One person found this helpful","Kids love them!","https://www.amazon.com/gp/customer-reviews/RAYR14OJ50LCL/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States 🇺🇸 on September 5, 2022","Style: Multivitamin Only"
"United States","🇺🇸","2021-11-30","true","57","B07C2BHFCN","4","Got these for my daughter as an alternative to Hello Bello and they come pretty close. However, halfway through the bottle I realized they'd been expired for two months before I'd even purchased them. Put a bad taste in my mouth, no pun intended.",,,,,"3 people found this helpful","Check expiration date","https://www.amazon.com/gp/customer-reviews/RWP9JFDDG0YQR/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States 🇺🇸 on November 30, 2021","Style: Multivitamin Only"
"United States","🇺🇸","2023-03-28","true","58","B07C2BHFCN","2","My son likes the taste but all gummies get sticky and stuck together so its hard to get one out",,,,,"","Not the best","https://www.amazon.com/gp/customer-reviews/R3OJ58MMU7G1FG/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States 🇺🇸 on March 28, 2023","Style: Multivitamin Only"
"United States","🇺🇸","2022-06-16","true","59","B07C2BHFCN","3","I had originally purchased another brand that i had on subscription, but they ran out and I decided to try these.Well, my kid wont eat them. Honestly, they taste more vitaminy than my prenatal gummies.Though I would definitely suggest having amazon subscriptions especially with little ones,but I would not suggest purchasing these.","https://m.media-amazon.com/images/I/41ZDjcV2dYL._SY88.jpg","https://m.media-amazon.com/images/I/619wW70AVyL._SY88.jpg",,,"One person found this helpful","Kid wont eat them, taste like a vitaminy fruit/ grain bar","https://www.amazon.com/gp/customer-reviews/R1J804TYX3SUDY/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States 🇺🇸 on June 16, 2022","Style: Multivitamin Only"
"United States","🇺🇸","2022-08-14","true","60","B07C2BHFCN","5","My son loves the flavor and the gets the essential vitamins he needs.",,,,,"One person found this helpful","My son loves them","https://www.amazon.com/gp/customer-reviews/R3RT2ZAS9BXGFF/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States 🇺🇸 on August 14, 2022","Style: Multivitamin Only"
"United States","🇺🇸","2020-03-22","true","381","B07C2BHFCN","5","My son love these..Very delicious with no after taste",,,,,"","Yummy","https://www.amazon.com/gp/customer-reviews/R1XIISO5UTVFGU/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States 🇺🇸 on March 22, 2020","Style: Multivitamin Only"
"United States","🇺🇸","2020-03-16","true","382","B07C2BHFCN","5","He loves it, and loves having one every morning!!",,,,,"","My kid did not complain","https://www.amazon.com/gp/customer-reviews/R26SK8E3GTPGUV/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States 🇺🇸 on March 16, 2020","Style: Multivitamin Only"
"United States","🇺🇸","2020-04-09","true","383","B07C2BHFCN","5","My daughter liked it. Vegetarian and reasonabl price.",,,,,"","Vegetarian","https://www.amazon.com/gp/customer-reviews/RAEYV664RCUDU/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States 🇺🇸 on April 9, 2020","Style: Multivitamin Only"
"United States","🇺🇸","2020-02-07","true","384","B07C2BHFCN","5","My son loves them and they aren’t coated in sugar!!!",,,,,"","Love them!","https://www.amazon.com/gp/customer-reviews/R1PYSOYGG3YG5M/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States 🇺🇸 on February 7, 2020","Style: Multivitamin Only"
"United States","🇺🇸","2018-10-23","true","385","B07C2BHFCN","3","My daughter did not like the taste of them. I love that they are organic but if the taste is not right, then I cannot buy them anymore.",,,,,"4 people found this helpful","Taste","https://www.amazon.com/gp/customer-reviews/R5HC9O45D9UA5/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States 🇺🇸 on October 23, 2018","Style: Multivitamin Only"
"United States","🇺🇸","2020-10-04","true","386","B07C2BHFCN","5","good gummies",,,,,"","kids like them","https://www.amazon.com/gp/customer-reviews/R2JIGWWFTQIVVL/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States 🇺🇸 on October 4, 2020","Style: Multivitamin Only"
"United States","🇺🇸","2020-09-04","true","387","B07C2BHFCN","3","Kids didn’t care for the taste.",,,,,"","Not bad","https://www.amazon.com/gp/customer-reviews/R1VZYYI1JDC16T/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States 🇺🇸 on September 4, 2020","Style: Multivitamin Only"
"United States","🇺🇸","2019-10-10","true","388","B07C2BHFCN","5","Doesn't stick to teeth and very soft. Tastes great. My kids love them.",,,,,"","Worth it","https://www.amazon.com/gp/customer-reviews/R1J54F649X4YLC/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States 🇺🇸 on October 10, 2019","Style: Multivitamin Only"
"United States","🇺🇸","2019-07-14","true","389","B07C2BHFCN","5","Our kid has been taking these a little over a year and she loves them!",,,,,"","Affordable and decent quality.","https://www.amazon.com/gp/customer-reviews/R3C27U0GKTDJC3/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States 🇺🇸 on July 14, 2019","Style: Multivitamin Only"
"United States","🇺🇸","2020-08-04","true","390","B07C2BHFCN","5","Kid and mom approved.",,,,,"","Just what we were looking for.","https://www.amazon.com/gp/customer-reviews/R3L2XTDQMXJW7D/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States 🇺🇸 on August 4, 2020","Style: Multivitamin Only"
"United States","🇺🇸","2022-09-13","false","571","B07C2BHFCN","5","With school starting back, I wanted a vitamin both my kids could take and actually like takin. Both kids enjoy the gummy flavors. As the mom I tasted one myself and was super impressed how good the gummy tasted. I went with this product due to price and organic. It contains the main vitamins at the right percentage and not a bunch of extra other stuff or too overly loaded vitamins. Mixed berry, cherry and orange are the flavors. Impressed with qty and make of product. Will continue to purchase.",,,,,"","Kids love them!","https://www.amazon.com/gp/customer-reviews/RIZC0ZW2Z63WC/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States 🇺🇸 on September 13, 2022","Style: Multivitamin Only"
"United States","🇺🇸","2020-11-22","true","572","B07C2BHFCN","1","Kids hated kids brand flavor and texture i hated adult ones.",,,,,"","Health for my trash cans","https://www.amazon.com/gp/customer-reviews/R18U1Q0RAL3QBP/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States 🇺🇸 on November 22, 2020","Style: Multivitamin Only"
"United States","🇺🇸","2021-02-23","true","573","B07C2BHFCN","1","My daughter does not like these.",,,,,"","Not a good flavor","https://www.amazon.com/gp/customer-reviews/R31GFLA1WVPSAD/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States 🇺🇸 on February 23, 2021","Style: Multivitamin Only"
"United States","🇺🇸","2019-02-03","true","574","B07C2BHFCN","1","My kids did not like the flavor. However they quickly refunded my money due to my dissatisfaction of the product.",,,,,"4 people found this helpful","Great response on return","https://www.amazon.com/gp/customer-reviews/R2DXVJM0PYG9MR/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States 🇺🇸 on February 3, 2019","Style: Multivitamin Only"
"United States","🇺🇸","2019-05-08","true","575","B07C2BHFCN","1","I was hoping this would be a great product for my girls, but the taste is awful.  They refuse to eat them.",,,,,"","Sadly the taste is awful!","https://www.amazon.com/gp/customer-reviews/R1GGA4CPZRAG7X/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States 🇺🇸 on May 8, 2019","Style: Multivitamin Only"
"United States","🇺🇸","2020-04-17","true","576","B07C2BHFCN","1","My kids didn’t like the taste or texture",,,,,"","To each their own","https://www.amazon.com/gp/customer-reviews/R524PXWKBCSW3/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States 🇺🇸 on April 17, 2020","Style: Multivitamin Only"
"United States","🇺🇸","2019-01-10","true","577","B07C2BHFCN","1","Very hard on my nine year olds tummy/ caused cramping - and you can’t return",,,,,"5 people found this helpful","No good for sensitive stomach","https://www.amazon.com/gp/customer-reviews/R34Z5OGUQOEC5R/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States 🇺🇸 on January 10, 2019","Style: Multivitamin Only"
"United States","🇺🇸","2020-04-14","true","578","B07C2BHFCN","1","Ordered wrong product",,,,,"","Shame on me","https://www.amazon.com/gp/customer-reviews/RL6IE35IH0C7Z/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States 🇺🇸 on April 14, 2020","Style: Multivitamin Only"
"United States","🇺🇸","2023-04-13","false","579","B07C2BHFCN","1","Folic acid is bad for anyone, especially kids. Do your research.",,,,,"","Folic acid","https://www.amazon.com/gp/customer-reviews/R3N3OUK27VWE7J/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States 🇺🇸 on April 13, 2023","Style: Multivitamin Only"
